16,45.13900418,10.79959613,Rugby Mantova Srl Ssd ,segreteria@rugbymantova.it,Via Learco Guerra 46100 Mantova (MN),https://www.rugbymantova.com,393475055440,1,11,5,2,0,3,15,101,114,-13,2,5
17,45.52301115,10.14282047,Asd Rugby Oltremella C.S.C.R. ,oltremella.giambattista@gmail.com,Via Giuseppe di Vittorio 32 25030 Castel Mella,https://www.facebook.com/rugbyoltremellaofficialpage/,393470710494,18,9,5,2,0,3,10,82,182,-100,2,5
18,45.56307518,10.20669624,Asd Rugby Fiumicello ,segreteria@rugbyfiumicello.it,Via Collebeato 6 25127 Brescia,http://www.rugbyfiumicello.it,39030383200,19,18,4,4,0,0,18,130,25,105,1,6
19,45.47655148,9.236765183,Amatori&Union Rugby Milano Ssd Arl ,segreteria@amatoriunion.it ,Via Carlo Valvassori Peroni 48/p01 20133 Milano MI,http://www.amatoriunion.it,393315812679,20,12,4,2,0,2,13,87,63,24,1,6
20,45.70417719,8.902656529,Amatori Tradate Rugby Club Asd,N/A,Via Alfio Fontana snc 21049 Tradate VA,http://www.tradaterugby.it,393281045489,7,6,4,1,0,3,11,95,96,-1,4,1
21,45.47159122,9.2875211,Milano Rugby Sud Asd,segreteria@rugbymilano.it,Via Circonvallazione Idroscalo 51 20054 Segrate MI,http://www.rugbymilano.it/it/home,390354534414,11,9,4,2,0,2,8,76,127,-51,1,1
22,45.37315249,9.652786044,Asd Crema Rugby Club,info@cremarugby.it,Via Toffetti 49 26013 Crema CR,https://it-it.facebook.com/CRC1977/,393755192146,19,5,4,1,0,3,8,57,157,-100,1,3
23,45.54918907,8.937682069,Rugby Parabiago Ssd Srl,info@rugbyparabiago.com,Via Carso s/n Parabiago (MI) 20015,https://rugbyparabiago.com,390331494628,10,15,4,3,0,1,25,147,48,99,1,3
24,45.35601435,10.34254598,Transvecta Rugby Calvisano  ,info@rugbycalvisano.it,Via San Michele 110 25012 Calvisano (Brescia) ,https://rugbycalvisano.it,39030968012,20,18,4,4,0,0,15,91,43,48,2,4
25,45.65208838,10.23401412,Promotica I Centurioni Rugby,info@centurionirugby.it,Via Partigiani 7  25065 Lumezzane (BS),https://www.centurionirugby.it,39030872224,2,1,5,0,0,5,7,50,113,-63,5,4
26,45.57542075,10.00542878,Rugby Rovato Asd ,segreteria@rugbyrovato.com,Via Franciacorta 25038 Rovato BS,http://www.rugbyrovato.com,393664707213,11,20,4,4,0,0,31,205,64,141,4,5
27,45.94337036,8.561225944,Amatori Verbania Rugby Asd ,pivb.amatoriverbania@federugby.it,Via Motta Fiume  5 28922 Pallanza VB,http://www.verbaniarugby.com,390323557507,12,9,5,2,0,3,14,107,171,-64,2,5
28,45.19884008,9.142612859,C.U.S. Pavia Asd ,cuspavia@cuspavia.org,Via Agostino Bassi 9A 27100 Pavia PV,https://www.cuspavia.org,390382422134,7,16,5,3,0,2,25,159,82,77,2,5
29,45.47039371,10.53119636,Rugby Desenzano 2006 Asd ,rugbydesenzano2006@gmail.com,Via Guglielmo Marconi 92 25015 Desenzano del Garda BS,https://www.rugbydesenzano2006.com/Rdese/Home.html,392791510981,6,0,4,0,0,4,4,33,139,-106,5,6
30,45.42967994,9.259513254,Rugby San Donato 1981 Asd, info@rugbysandonato1981.it,Via Caviaga 4 20097 San Donato Milanese MI,http://www.rugbysandonato1981.it,390337361342,10,5,4,1,0,3,7,60,101,-41,3,6
31,45.58494991,10.1596141,Rugby Franciacorta Asd,info@rugbyfranciacorta.it,25064 Gussago Province of Brescia,https://www.rugbyfranciacorta.it,390302772390,6,-12,4,0,0,4,0,6,104,-98,1,6
32,45.78236003,9.085439698,Ad Rugby Como,elisa.amarotti@rugbycomo.it,Via Baldassarre Longoni 22100 Como CO,https://www.rugbycomo.it/rugbycomo/,393756302696,6,15,4,3,0,1,21,129,80,49,9,1
33,45.54138901,9.282327015,Ftgi Lambro Rugby Asd,info@lambrorugby.it,Viale Campania 50 20093 Cologno Monzese MI,https://www.lambrorugby.it,393939580314,21,9,4,2,0,2,7,54,153,-99,2,2
